AMI,ARI,FMS,NMI
0.5622763697877684,0.4353344677107838,0.6026673360612997,0.6077798807292839
0.7028535992945537,0.6351120426488013,0.7303588315586385,0.7470946369362584
0.6602240247622583,0.6066349862451,0.7086588698481974,0.7294469584296499
0.013445714102528917,0.012068357606257022,0.5302523077928419,0.10866769099685115
0.011861519225416879,0.00891855776650937,0.5262066582575857,0.10427406402433684
0.01027733861019971,0.00579402553807225,0.5221813198094708,0.10168929265999163
0.5651806113017291,0.5807109486338998,0.7118063026227271,0.6246177793934925
0.5565126547787834,0.40589759369050754,0.5710407004545794,0.574394854031335
0.5306986429942446,0.4233937225461003,0.5677895825426453,0.5916124403607577
0.6823303685501108,0.5848051541197642,0.6917090264253002,0.7172785555851203
0.6813286662808132,0.5811724875457183,0.6889725101417468,0.7155463209462575
0.6823303685501108,0.5848051541197642,0.6917090264253002,0.7172785555851203
0.6813286662808132,0.5811724875457183,0.6889725101417468,0.7155463209462575
0.6823303685501108,0.5848051541197642,0.6917090264253002,0.7172785555851203
0.6813286662808132,0.5811724875457183,0.6889725101417468,0.7155463209462575
0.6823303685501108,0.5848051541197642,0.6917090264253002,0.7172785555851203
0.6813286662808132,0.5811724875457183,0.6889725101417468,0.7155463209462575
0.6823303685501108,0.5848051541197642,0.6917090264253002,0.7172785555851203
0.6813286662808132,0.5811724875457183,0.6889725101417468,0.7155463209462575
0.6840072520891248,0.5905540424798683,0.6960265901528256,0.7352376855350902
0.6749001070844054,0.6053557052287509,0.7077636942777648,0.7382073457010032
0.6840072520891248,0.5905540424798683,0.6960265901528256,0.7352376855350902
0.6749001070844054,0.6053557052287509,0.7077636942777648,0.7382073457010032
0.6840072520891248,0.5905540424798683,0.6960265901528256,0.7352376855350902
0.6749001070844054,0.6053557052287509,0.7077636942777648,0.7382073457010032
0.6840072520891248,0.5905540424798683,0.6960265901528256,0.7352376855350902
0.6749001070844054,0.6053557052287509,0.7077636942777648,0.7382073457010032
0.6840072520891248,0.5905540424798683,0.6960265901528256,0.7352376855350902
0.6749001070844054,0.6053557052287509,0.7077636942777648,0.7382073457010032
0.6818729399770564,0.5965416419697445,0.700711508521997,0.7422197942835096
0.6193578090218028,0.5441481068866612,0.660565419916792,0.7092558341214976
0.6818729399770564,0.5965416419697445,0.700711508521997,0.7422197942835096
0.6193578090218028,0.5441481068866612,0.660565419916792,0.7092558341214976
0.6818729399770564,0.5965416419697445,0.700711508521997,0.7422197942835096
0.6193578090218028,0.5441481068866612,0.660565419916792,0.7092558341214976
0.6818729399770564,0.5965416419697445,0.700711508521997,0.7422197942835096
0.6193578090218028,0.5441481068866612,0.660565419916792,0.7092558341214976
0.6818729399770564,0.5965416419697445,0.700711508521997,0.7422197942835096
0.6193578090218028,0.5441481068866612,0.660565419916792,0.7092558341214976
