AMI,ARI,FMS,NMI
-0.0005181989358625068,-0.001182964794494547,0.5915695158002094,0.014477369453274375
-0.0010323352603016501,-0.0023496224138330572,0.5895665127085988,0.020512610684633344
-0.0015423312139842993,-0.003499852871731003,0.5875721970176728,0.025170130950928675
-0.0005181989358625068,-0.001182964794494547,0.5915695158002094,0.014477369453274375
-0.0010323352603016501,-0.0023496224138330572,0.5895665127085988,0.020512610684633344
-0.0015423312139842993,-0.003499852871731003,0.5875721970176728,0.025170130950928675
-0.0005181989358625068,-0.001182964794494547,0.5915695158002094,0.014477369453274375
-0.0010323352603016501,-0.0023496224138330572,0.5895665127085988,0.020512610684633344
-0.0015423312139842993,-0.003499852871731003,0.5875721970176728,0.025170130950928675
0.1559194778156997,0.18623015131311688,0.5391088531759123,0.19925871678934443
0.3884112436879379,0.5007843167482028,0.7204111046808019,0.48693515904885354
0.1559194778156997,0.18623015131311688,0.5391088531759123,0.19925871678934443
0.3884112436879379,0.5007843167482028,0.7204111046808019,0.48693515904885354
0.1559194778156997,0.18623015131311688,0.5391088531759123,0.19925871678934443
0.3884112436879379,0.5007843167482028,0.7204111046808019,0.48693515904885354
0.1559194778156997,0.18623015131311688,0.5391088531759123,0.19925871678934443
0.3884112436879379,0.5007843167482028,0.7204111046808019,0.48693515904885354
0.1559194778156997,0.18623015131311688,0.5391088531759123,0.19925871678934443
0.3884112436879379,0.5007843167482028,0.7204111046808019,0.48693515904885354
0.5018583836605056,0.4894804822108219,0.664671993118521,0.5106205985774962
0.3349177473675005,0.3266998538695867,0.5594533365904159,0.3409829300225595
0.5018583836605056,0.4894804822108219,0.664671993118521,0.5106205985774962
0.3349177473675005,0.3266998538695867,0.5594533365904159,0.3409829300225595
0.5018583836605056,0.4894804822108219,0.664671993118521,0.5106205985774962
0.3349177473675005,0.3266998538695867,0.5594533365904159,0.3409829300225595
0.5018583836605056,0.4894804822108219,0.664671993118521,0.5106205985774962
0.3349177473675005,0.3266998538695867,0.5594533365904159,0.3409829300225595
0.5018583836605056,0.4894804822108219,0.664671993118521,0.5106205985774962
0.3349177473675005,0.3266998538695867,0.5594533365904159,0.3409829300225595
0.23134148912968408,0.17737591307873848,0.43105033065974174,0.264587669691277
0.3208715009485119,0.3071360144887884,0.519027897474824,0.3676939238221375
0.23134148912968408,0.17737591307873848,0.43105033065974174,0.264587669691277
0.3208715009485119,0.3071360144887884,0.519027897474824,0.3676939238221375
0.23134148912968408,0.17737591307873848,0.43105033065974174,0.264587669691277
0.3208715009485119,0.3071360144887884,0.519027897474824,0.3676939238221375
0.23134148912968408,0.17737591307873848,0.43105033065974174,0.264587669691277
0.3208715009485119,0.3071360144887884,0.519027897474824,0.3676939238221375
0.23134148912968408,0.17737591307873848,0.43105033065974174,0.264587669691277
0.3208715009485119,0.3071360144887884,0.519027897474824,0.3676939238221375
