AMI,ARI,FMS,NMI
0.509084038780987,0.4683501447592552,0.7418769705113742,0.7142473234185359
0.5608140749505675,0.4827505452371037,0.7232748481556376,0.6669466964526526
0.6791572260023003,0.574045416135122,0.7399249330359796,0.681865862203816
0.01960394855677857,0.004828569819233933,0.5840412008441535,0.07156699168751975
0.5247058133625495,0.46926893598546654,0.7328769774763233,0.6806412314387775
0.5597228918545388,0.4789093911593197,0.720505230824871,0.6502604552318879
0.509084038780987,0.4683501447592552,0.7418769705113742,0.7142473234185359
0.5410323667575727,0.42048890673021044,0.6246730208364654,0.5430231739447935
0.4992222194986913,0.4064928735441026,0.606015859020923,0.5382300533030907
0.4895163899779789,0.5791959408767872,0.7681226560189849,0.6148525550517612
0.4962593975466931,0.5947187685376264,0.7743391671051443,0.6183741876389693
0.4895163899779789,0.5791959408767872,0.7681226560189849,0.6148525550517612
0.4962593975466931,0.5947187685376264,0.7743391671051443,0.6183741876389693
0.4895163899779789,0.5791959408767872,0.7681226560189849,0.6148525550517612
0.4962593975466931,0.5947187685376264,0.7743391671051443,0.6183741876389693
0.4895163899779789,0.5791959408767872,0.7681226560189849,0.6148525550517612
0.4962593975466931,0.5947187685376264,0.7743391671051443,0.6183741876389693
0.4895163899779789,0.5791959408767872,0.7681226560189849,0.6148525550517612
0.4962593975466931,0.5947187685376264,0.7743391671051443,0.6183741876389693
0.7418523943139398,0.6539604514200286,0.7732847108192521,0.7512496051233745
0.649918620329259,0.6247363276263239,0.7547913783449974,0.6568773122869012
0.7418523943139398,0.6539604514200286,0.7732847108192521,0.7512496051233745
0.649918620329259,0.6247363276263239,0.7547913783449974,0.6568773122869012
0.7418523943139398,0.6539604514200286,0.7732847108192521,0.7512496051233745
0.649918620329259,0.6247363276263239,0.7547913783449974,0.6568773122869012
0.7418523943139398,0.6539604514200286,0.7732847108192521,0.7512496051233745
0.649918620329259,0.6247363276263239,0.7547913783449974,0.6568773122869012
0.7418523943139398,0.6539604514200286,0.7732847108192521,0.7512496051233745
0.649918620329259,0.6247363276263239,0.7547913783449974,0.6568773122869012
0.5506725834168418,0.502075972815786,0.657508237545087,0.628426422710037
0.5332464380772858,0.49659060387193105,0.6549489878869323,0.6044194648226502
0.5506725834168418,0.502075972815786,0.657508237545087,0.628426422710037
0.5332464380772858,0.49659060387193105,0.6549489878869323,0.6044194648226502
0.5506725834168418,0.502075972815786,0.657508237545087,0.628426422710037
0.5332464380772858,0.49659060387193105,0.6549489878869323,0.6044194648226502
0.5506725834168418,0.502075972815786,0.657508237545087,0.628426422710037
0.5332464380772858,0.49659060387193105,0.6549489878869323,0.6044194648226502
0.5506725834168418,0.502075972815786,0.657508237545087,0.628426422710037
0.5332464380772858,0.49659060387193105,0.6549489878869323,0.6044194648226502
